,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Industry_Tag,Country,Brand_Name,Ticker,Close_lag1,Close_lag2,Close_lag3,Close_7d_ma,Close_7d_std,Pct_Change,High_Volume_Flag
0,2019-05-20 04:00:00,41.18999862670898,41.68000030517578,39.459999084472656,41.59000015258789,29222300.0,0.0,0.0,technology,usa,uber,UBER,41.90999984741211,43.0,41.290000915527344,40.91714259556362,1.9073872376157304,-0.7635401956318066,0
1,2019-05-21 04:00:00,42.0,42.2400016784668,41.25,41.5,10802900.0,0.0,0.0,technology,usa,uber,UBER,41.59000015258789,41.90999984741211,43.0,40.907142639160156,1.9035736923512683,-0.21639853872972292,0
2,2019-05-22 04:00:00,41.04999923706055,41.27999877929688,40.5,41.25,9089500.0,0.0,0.0,technology,usa,uber,UBER,41.5,41.59000015258789,41.90999984741211,41.5,0.9041019796505355,-0.6024096385542133,0
3,2019-05-23 04:00:00,40.79999923706055,41.09000015258789,40.02000045776367,40.470001220703125,11119900.0,0.0,0.0,technology,usa,uber,UBER,41.25,41.5,41.59000015258789,41.57285744803293,0.7699068719699153,-1.890906131628789,0
4,2019-05-24 04:00:00,41.27999877929688,41.5099983215332,40.5,41.5099983215332,8786800.0,0.0,0.0,technology,usa,uber,UBER,40.470001220703125,41.25,41.5,41.6042856488909,0.7608732787810374,2.56979755241038,0
5,2019-05-28 04:00:00,41.70000076293945,41.79999923706055,40.59999847412109,40.95000076293945,13391600.0,0.0,0.0,technology,usa,uber,UBER,41.5099983215332,40.470001220703125,41.25,41.311428615025115,0.47491794804962234,-1.3490666857079892,0
6,2019-05-29 04:00:00,40.52000045776367,40.709999084472656,39.14699935913086,39.93999862670898,14060400.0,0.0,0.0,technology,usa,uber,UBER,40.95000076293945,41.5099983215332,40.470001220703125,41.02999986921038,0.6220128701902035,-2.4664276371504923,0
7,2019-05-30 04:00:00,40.06999969482422,40.380001068115234,39.5,39.79999923706055,26451900.0,0.0,0.0,technology,usa,uber,UBER,39.93999862670898,40.95000076293945,41.5099983215332,40.77428545270647,0.7144895919633951,-0.35052427256422325,0
8,2019-05-31 04:00:00,41.150001525878906,41.56999969482422,39.40999984741211,40.40999984741211,23209800.0,0.0,0.0,technology,usa,uber,UBER,39.79999923706055,39.93999862670898,40.95000076293945,40.61857114519392,0.6454050461101357,1.5326648795097153,0
9,2019-06-03 04:00:00,40.74399948120117,41.84999847412109,40.2400016784668,41.25,16605300.0,0.0,0.0,technology,usa,uber,UBER,40.40999984741211,39.79999923706055,39.93999862670898,40.61857114519392,0.6454050461101356,2.0786937781730463,0
